state,date1,date2,n,rate,lwr,upr,metric,survey
TX,6/1/2021,7/1/2021,6654,25.58566275924256,23.36185752930568,27.809467989179442,N,Donor
TX,7/1/2021,8/1/2021,6769,28.268695523711035,26.017934702319394,30.503043285566555,N,Donor
TX,8/1/2021,9/1/2021,6566,33.05373134328358,31.00810234541578,35.117484008528784,N,Donor
TX,9/1/2021,10/1/2021,6058,38.020270716408056,35.72310993727302,40.21743149554308,N,Donor
TX,10/1/2021,11/1/2021,6880,45.789970930232556,43.72886627906977,47.80755813953488,N,Donor
TX,11/1/2021,12/1/2021,6602,46.39800061,44.24625870948197,48.491699485004546,N,Donor
TX,12/1/2021,1/1/2022,6311,48.68223736333386,46.38093804468389,50.883536681983834,N,Donor
UT,7/1/2020,8/1/2020,2929,0.9000000000000001,0.5,1.4999999999999998,N,Donor
UT,8/1/2020,9/1/2020,2874,2.8,1.9,4,N,Donor
UT,9/1/2020,10/1/2020,2799,2.6,1.8000000000000003,3.7000000000000006,N,Donor
UT,10/1/2020,11/1/2020,2911,4.5,3.6000000000000005,5.6,N,Donor
UT,11/1/2020,12/1/2020,2877,6.7,5.7,8,N,Donor
UT,12/1/2020,1/1/2021,2879,12.7,11.1,14.499999999999998,N,Donor
UT,1/1/2021,2/1/2021,2869,19,16.9,21.3,N,Donor
UT,2/1/2021,3/1/2021,2939,19.4,17.7,21.2,N,Donor
UT,3/1/2021,4/1/2021,2810,21.1,19.1,23.4,N,Donor
UT,4/1/2021,5/1/2021,2885,23.499999999999996,21.799999999999997,25.2,N,Donor
UT,5/1/2021,6/1/2021,2965,22.1,20.2,24.2,N,Donor
UT,6/1/2021,7/1/2021,2797,22.3,20,24.799999999999997,N,Donor
UT,7/1/2021,8/1/2021,3500,21.6,19.8,23.599999999999998,N,Donor
UT,8/1/2021,9/1/2021,3391,27.500000000000004,25.3,29.7,N,Donor
UT,9/1/2021,10/1/2021,3423,28.300000000000004,25.900000000000002,30.699999999999996,N,Donor
UT,10/1/2021,11/1/2021,2803,27.800000000000004,25.6,30,N,Donor
UT,11/1/2021,12/1/2021,2918,30.4,28.6,32.1,N,Donor
UT,12/1/2021,1/1/2022,2790,35.3,32.7,37.8,N,Donor
VA,7/1/2020,8/1/2020,1484,1.6,0.8,3,N,Donor
VA,8/1/2020,9/1/2020,1474,2.9,1.6,5,N,Donor
VA,9/1/2020,10/1/2020,1393,3,1.8000000000000003,5.1,N,Donor
VA,10/1/2020,11/1/2020,1405,2.9,1.6,5.4,N,Donor
VA,11/1/2020,12/1/2020,1440,5.4,3.7000000000000006,7.9,N,Donor
VA,12/1/2020,1/1/2021,1453,7.000000000000001,4.8,10.1,N,Donor
VA,1/1/2021,2/1/2021,1446,11.399999999999999,8.9,14.499999999999998,N,Donor
VA,2/1/2021,3/1/2021,1391,14.099999999999998,11.199999999999998,17.7,N,Donor
VA,3/1/2021,4/1/2021,1476,13.4,10.7,16.6,N,Donor
VA,4/1/2021,5/1/2021,1409,17,14.000000000000002,20.5,N,Donor
VA,5/1/2021,6/1/2021,1455,12.2,9.8,15.2,N,Donor
VA,6/1/2021,7/1/2021,1390,14.000000000000002,11,17.6,N,Donor
VA,7/1/2021,8/1/2021,1481,12.7,10.4,15.5,N,Donor
VA,8/1/2021,9/1/2021,1410,16.9,13.900000000000002,20.3,N,Donor
VA,9/1/2021,10/1/2021,1486,18.999999999999996,16.2,22.2,N,Donor
VA,10/1/2021,11/1/2021,1496,19.1,16.2,22.4,N,Donor
VA,11/1/2021,12/1/2021,1430,21.9,19,25.1,N,Donor
VA,12/1/2021,1/1/2022,1496,20.7,17.300000000000004,24.6,N,Donor
VT,7/1/2020,8/1/2020,1307,1,0.5,2.1,N,Donor
VT,8/1/2020,9/1/2020,1326,1.3000000000000003,0.6999999999999998,2.2,N,Donor
VT,9/1/2020,10/1/2020,1271,1.7000000000000002,0.8,3.5000000000000004,N,Donor
VT,10/1/2020,11/1/2020,1192,1.8000000000000003,1,3.2,N,Donor
VT,11/1/2020,12/1/2020,1124,0.9000000000000001,0.5,1.8000000000000003,N,Donor
VT,12/1/2020,1/1/2021,1345,2.9,1.8000000000000003,4.8,N,Donor
VT,1/1/2021,2/1/2021,1301,3.1000000000000005,2.1,4.5,N,Donor
VT,2/1/2021,3/1/2021,1264,4.1,2.8,6.000000000000001,N,Donor
VT,3/1/2021,4/1/2021,1278,4.9,3.7000000000000006,6.4,N,Donor
VT,4/1/2021,5/1/2021,1281,4.1,3,5.5,N,Donor
VT,5/1/2021,6/1/2021,1281,5.699999999999999,4.2,7.7,N,Donor
VT,6/1/2021,7/1/2021,1274,5.2,3.8,7.200000000000001,N,Donor
VT,7/1/2021,8/1/2021,1184,4.9,3.1,7.7,N,Donor
VT,8/1/2021,9/1/2021,1143,4.6,3.1,6.6000000000000005,N,Donor
VT,9/1/2021,10/1/2021,1314,7.400000000000001,5.799999999999999,9.3,N,Donor
VT,10/1/2021,11/1/2021,1399,7.9,5.900000000000001,10.499999999999998,N,Donor
VT,11/1/2021,12/1/2021,1205,8.8,7.200000000000001,10.6,N,Donor
VT,12/1/2021,1/1/2022,1420,10,8.2,12.1,N,Donor
WA,7/1/2020,8/1/2020,3303,1.1526793823796548,0.6960944595821981,2.0224341507720256,N,Donor
WA,8/1/2020,9/1/2020,3320,2.2959036144578313,1.360963855421687,3.952771084,N,Donor
WA,9/1/2020,10/1/2020,3492,3.270933562428408,1.9483676975945017,5.380584192439863,N,Donor
WA,10/1/2020,11/1/2020,3380,2.411715976331361,1.5272189349112426,3.7525443786982255,N,Donor
WA,11/1/2020,12/1/2020,3399,3.4669902912621358,2.466902030008826,4.889349808767284,N,Donor
WA,12/1/2020,1/1/2021,3176,6.881234256926952,4.726322418136021,9.819647355163728,N,Donor
WA,1/1/2021,2/1/2021,3387,7.991496899911427,6.410008857395924,9.972984942426926,N,Donor
WA,2/1/2021,3/1/2021,3341,7.825621071535468,6.331427716252619,9.662256809,N,Donor
WA,3/1/2021,4/1/2021,3268,8.694247246022032,6.849326805385557,10.982986536107711,N,Donor
WA,4/1/2021,5/1/2021,3316,10.827171290711702,8.527110977,13.68109167671894,N,Donor
WA,5/1/2021,6/1/2021,3453,10.86935997683174,8.550912250217204,13.676368375325804,N,Donor
WA,6/1/2021,7/1/2021,3428,11.938389731621937,9.425670945157528,14.91365227537923,N,Donor
WA,7/1/2021,8/1/2021,3506,12.24934398174558,9.838904734740444,15.089845978322874,N,Donor
WA,8/1/2021,9/1/2021,3601,12.197639544570952,9.881366287,14.940655373507362,N,Donor
WA,9/1/2021,10/1/2021,3464,15.396073903002309,12.991224018475753,18.133083140877595,N,Donor
WA,10/1/2021,11/1/2021,3465,17.379422799422798,14.452380952380953,20.476421356421355,N,Donor
WA,11/1/2021,12/1/2021,3459,17.140792136455623,14.634258456201213,19.758803122289674,N,Donor
WA,12/1/2021,1/1/2022,3454,19.244412275622466,16.30920671685003,22.36855819339896,N,Donor
WI,7/1/2020,8/1/2020,1967,2.3,1.3,4,N,Donor
WI,8/1/2020,9/1/2020,1918,2.5,1.6,4,N,Donor
WI,9/1/2020,10/1/2020,1915,4.7,3.2,6.800000000000001,N,Donor
WI,10/1/2020,11/1/2020,1948,5.1,3.7000000000000006,7.1,N,Donor
WI,11/1/2020,12/1/2020,1939,11.8,9,15.5,N,Donor
WI,12/1/2020,1/1/2021,1913,20.299999999999997,17.1,24,N,Donor
WI,1/1/2021,2/1/2021,1889,17.9,15,21.1,N,Donor
WI,2/1/2021,3/1/2021,1860,24.8,21.8,28.000000000000004,N,Donor
WI,3/1/2021,4/1/2021,1870,24.000000000000004,21.5,26.700000000000003,N,Donor
WI,4/1/2021,5/1/2021,1935,26.5,23.3,29.7,N,Donor
WI,5/1/2021,6/1/2021,1912,25.1,22.2,28.000000000000004,N,Donor
WI,6/1/2021,7/1/2021,1916,25.1,21.9,28.199999999999996,N,Donor
WI,7/1/2021,8/1/2021,1949,20.399999999999995,17.6,23.4,N,Donor
WI,8/1/2021,9/1/2021,1916,26.3,23.2,29.499999999999993,N,Donor
WI,9/1/2021,10/1/2021,1923,24.1,21.3,27.1,N,Donor
WI,10/1/2021,11/1/2021,1876,31.8,29.2,34.4,N,Donor
WI,11/1/2021,12/1/2021,1813,32.10000000000001,28.999999999999996,35.3,N,Donor
WI,12/1/2021,1/1/2022,1832,35.9,32.5,39.3,N,Donor
WV,7/1/2020,8/1/2020,801,0.7,0.3,1.7000000000000002,N,Donor
WV,8/1/2020,9/1/2020,786,1.4000000000000001,0.6,3.2,N,Donor
WV,9/1/2020,10/1/2020,775,2.1,1.1,3.8,N,Donor
WV,10/1/2020,11/1/2020,800,2.6,1.5,4.7,N,Donor
WV,11/1/2020,12/1/2020,790,3.2,2.2,4.7,N,Donor
WV,12/1/2020,1/1/2021,816,9.3,7.5,11.5,N,Donor
WV,1/1/2021,2/1/2021,843,16.799999999999997,13.5,20.6,N,Donor
WV,2/1/2021,3/1/2021,779,17.4,14.3,21.100000000000005,N,Donor
WV,3/1/2021,4/1/2021,782,14.3,12.000000000000002,16.9,N,Donor
WV,4/1/2021,5/1/2021,750,17.5,14.3,21.3,N,Donor
WV,5/1/2021,6/1/2021,773,18.1,15.1,21.4,N,Donor
WV,6/1/2021,7/1/2021,805,19.3,16.2,22.800000000000004,N,Donor
WV,7/1/2021,8/1/2021,806,20.1,15.9,25,N,Donor
WV,8/1/2021,9/1/2021,849,21,16.8,26,N,Donor
WV,9/1/2021,10/1/2021,791,23.299999999999997,19.6,27.399999999999995,N,Donor
WV,10/1/2021,11/1/2021,842,25.6,21.4,29.7,N,Donor
WV,11/1/2021,12/1/2021,818,30.7,27.800000000000004,33.6,N,Donor
WV,12/1/2021,1/1/2022,780,30.4,26.5,34.3,N,Donor
WY,7/1/2020,8/1/2020,1656,1.3,0.49999999999999994,3,N,Donor
WY,8/1/2020,9/1/2020,1343,1.4000000000000001,0.8,2.4,N,Donor
WY,9/1/2020,10/1/2020,1548,1.6,0.8,2.9,N,Donor
WY,10/1/2020,11/1/2020,1296,2.1,1.3,3.3000000000000003,N,Donor
WY,11/1/2020,12/1/2020,1429,7.3,5.7,9.5,N,Donor
WY,12/1/2020,1/1/2021,1338,15.299999999999999,13.200000000000001,17.8,N,Donor
WY,1/1/2021,2/1/2021,1398,18.5,15.8,21.6,N,Donor
WY,2/1/2021,3/1/2021,2058,26.5,24.3,28.6,N,Donor
WY,3/1/2021,4/1/2021,1392,27.1,23.800000000000004,30.3,N,Donor
WY,4/1/2021,5/1/2021,1290,24.5,22,27.3,N,Donor
WY,5/1/2021,6/1/2021,1373,29.4,26.1,32.6,N,Donor
WY,6/1/2021,7/1/2021,1218,28.1,24.7,31.6,N,Donor
WY,7/1/2021,8/1/2021,1459,27.1,23.3,31,N,Donor
WY,8/1/2021,9/1/2021,1501,29.7,27.3,32.1,N,Donor
WY,9/1/2021,10/1/2021,1544,38.7,35,42.49999999999999,N,Donor
WY,10/1/2021,11/1/2021,1591,40.5,37.8,43.20000000000001,N,Donor
WY,11/1/2021,12/1/2021,1469,43.8,40.400000000000006,47.099999999999994,N,Donor
WY,12/1/2021,1/1/2022,1600,48.1,44.2,52.1,N,Donor
AL,1/1/2022,3/31/2022,181,59.26,50.03,67.88,N,Donor
AR,1/1/2022,3/31/2022,52,50.49,34.26,66.62,N,Donor
AZ,1/1/2022,3/31/2022,2722,55.92,54.02,57.79,N,Donor
CA,1/1/2022,3/31/2022,3524,39.57,38.11,41.06,N,Donor
CO,1/1/2022,3/31/2022,2229,48.55,46.63,50.47,N,Donor
CT,1/1/2022,3/31/2022,463,40.38,34.79,46.23,N,Donor
DC,1/1/2022,3/31/2022,17,25.41,14.59,40.47,N,Donor
DE,1/1/2022,3/31/2022,2,26.19,6.33,65.07,N,Donor
FL,1/1/2022,3/31/2022,5,42.71,16.75,73.41,N,Donor
GA,1/1/2022,3/31/2022,931,56.87,51.05,62.51,N,Donor
IA,1/1/2022,3/31/2022,219,69.38,60.18,77.25,N,Donor
ID,1/1/2022,3/31/2022,674,57.25,52.13,62.23,N,Donor
IL,1/1/2022,3/31/2022,708,53.77,47.4,60.01,N,Donor
IN,1/1/2022,3/31/2022,773,62.65,56.79,68.16,N,Donor
KS,1/1/2022,3/31/2022,827,65.78,61.43,69.89,N,Donor
KY,1/1/2022,3/31/2022,337,52.8,44.95,60.52,N,Donor
LA,1/1/2022,3/31/2022,345,59.14,51.98,65.93,N,Donor
MA,1/1/2022,3/31/2022,410,34.62,30.53,38.95,N,Donor
MD,1/1/2022,3/31/2022,334,37.12,31.17,43.5,N,Donor
ME,1/1/2022,3/31/2022,133,29.6,23.68,36.3,N,Donor
MI,1/1/2022,3/31/2022,1002,49.85,45.4,54.29,N,Donor
MN,1/1/2022,3/31/2022,1262,50.84,47.34,54.34,N,Donor
MO,1/1/2022,3/31/2022,718,51.86,46.51,57.16,N,Donor
MS,1/1/2022,3/31/2022,345,63.81,54.96,71.81,N,Donor
MT,1/1/2022,3/31/2022,700,58.41,53.99,62.7,N,Donor
NC,1/1/2022,3/31/2022,917,43.08,38.53,47.76,N,Donor
ND,1/1/2022,3/31/2022,777,65.47,61.65,69.11,N,Donor
NE,1/1/2022,3/31/2022,916,59.03,52.64,65.13,N,Donor
NH,1/1/2022,3/31/2022,197,40.95,34.13,48.14,N,Donor
NJ,1/1/2022,3/31/2022,309,52.35,42.89,61.63,N,Donor
NM,1/1/2022,3/31/2022,838,43.5,41.12,45.9,N,Donor
NV,1/1/2022,3/31/2022,1338,58.41,55.5,61.26,N,Donor
NY,1/1/2022,3/31/2022,829,36.93,31.29,42.95,N,Donor
OH,1/1/2022,3/31/2022,1878,55.36,52.22,58.47,N,Donor
OK,1/1/2022,3/31/2022,151,55.73,42.71,68,N,Donor
OR,1/1/2022,3/31/2022,387,34.39,30.12,38.92,N,Donor
PA,1/1/2022,3/31/2022,811,50.19,45.61,54.76,N,Donor
SC,1/1/2022,3/31/2022,384,50.61,44.2,57.01,N,Donor
SD,1/1/2022,3/31/2022,600,70.15,65.97,74.02,N,Donor
TN,1/1/2022,3/31/2022,605,53.81,49.03,58.51,N,Donor
TX,1/1/2022,3/31/2022,1173,60.35,57.51,63.12,N,Donor
UT,1/1/2022,3/31/2022,678,55.8,50.04,61.4,N,Donor
VA,1/1/2022,3/31/2022,686,41.54,36.87,46.38,N,Donor
VT,1/1/2022,3/31/2022,57,25.74,17.72,35.82,N,Donor
WA,1/1/2022,3/31/2022,667,44.36,39.76,49.06,N,Donor
WI,1/1/2022,3/31/2022,1046,47.74,43.09,52.44,N,Donor
WV,1/1/2022,3/31/2022,110,44.41,35.12,54.12,N,Donor
WY,1/1/2022,3/31/2022,349,61.15,56.07,66.01,N,Donor
AL,1/1/2022,3/31/2022,295,91.35,81.5,96.2,S,Donor
AR,1/1/2022,3/31/2022,85,77.64,54.62,90.92,S,Donor
AZ,1/1/2022,3/31/2022,4840,91.86,90.35,93.16,S,Donor
CA,1/1/2022,3/31/2022,10235,93.48,92.44,94.39,S,Donor
CO,1/1/2022,3/31/2022,4715,94.27,93.49,94.96,S,Donor
CT,1/1/2022,3/31/2022,1268,94.43,91.3,96.48,S,Donor
DC,1/1/2022,3/31/2022,68,99.27,95.68,99.88,S,Donor
DE,1/1/2022,3/31/2022,11,100,74.12,100,S,Donor
FL,1/1/2022,3/31/2022,11,83.53,38.94,97.58,S,Donor
GA,1/1/2022,3/31/2022,1690,92.6,88.84,95.16,S,Donor
IA,1/1/2022,3/31/2022,336,93.48,81.14,97.95,S,Donor
ID,1/1/2022,3/31/2022,1111,92.35,89.93,94.23,S,Donor
IL,1/1/2022,3/31/2022,1211,93.04,88.76,95.76,S,Donor
IN,1/1/2022,3/31/2022,1248,94.67,90.48,97.07,S,Donor
KS,1/1/2022,3/31/2022,1281,95.69,94.09,96.88,S,Donor
KY,1/1/2022,3/31/2022,599,93.64,88.85,96.46,S,Donor
LA,1/1/2022,3/31/2022,501,92.84,89.79,95.04,S,Donor
MA,1/1/2022,3/31/2022,1239,96.01,93.54,97.56,S,Donor
MD,1/1/2022,3/31/2022,936,95.26,90.53,97.68,S,Donor
ME,1/1/2022,3/31/2022,483,91.84,85.89,95.42,S,Donor
MI,1/1/2022,3/31/2022,2111,90.87,87.11,93.61,S,Donor
MN,1/1/2022,3/31/2022,2508,92.5,89.64,94.61,S,Donor
MO,1/1/2022,3/31/2022,1208,94.26,91.7,96.07,S,Donor
MS,1/1/2022,3/31/2022,498,90.01,81.63,94.81,S,Donor
MT,1/1/2022,3/31/2022,1129,91.03,87.08,93.86,S,Donor
NC,1/1/2022,3/31/2022,2303,93.49,90.63,95.52,S,Donor
ND,1/1/2022,3/31/2022,1154,91.73,89.39,93.58,S,Donor
NE,1/1/2022,3/31/2022,1362,93.29,91.11,94.96,S,Donor
NH,1/1/2022,3/31/2022,580,93.93,90.14,96.32,S,Donor
NJ,1/1/2022,3/31/2022,605,91.31,81.67,96.12,S,Donor
NM,1/1/2022,3/31/2022,1973,91.98,90.36,93.34,S,Donor
NV,1/1/2022,3/31/2022,2271,92.9,91.61,94.01,S,Donor
NY,1/1/2022,3/31/2022,2311,93.08,89.15,95.66,S,Donor
OH,1/1/2022,3/31/2022,3413,94.18,91.83,95.89,S,Donor
OK,1/1/2022,3/31/2022,267,92.24,78.9,97.42,S,Donor
OR,1/1/2022,3/31/2022,1357,91.08,88.09,93.38,S,Donor
PA,1/1/2022,3/31/2022,1648,91.85,88.58,94.24,S,Donor
SC,1/1/2022,3/31/2022,796,92.44,87.29,95.61,S,Donor
SD,1/1/2022,3/31/2022,841,93.73,92.23,94.95,S,Donor
TN,1/1/2022,3/31/2022,1072,93.13,90.3,95.18,S,Donor
TX,1/1/2022,3/31/2022,1873,94.03,92.46,95.3,S,Donor
UT,1/1/2022,3/31/2022,1225,92.83,88.17,95.74,S,Donor
VA,1/1/2022,3/31/2022,1731,90.31,86.49,93.14,S,Donor
VT,1/1/2022,3/31/2022,227,91.41,82.68,95.95,S,Donor
WA,1/1/2022,3/31/2022,1471,91.71,88.95,93.82,S,Donor
WI,1/1/2022,3/31/2022,2053,90.34,86.23,93.32,S,Donor
WV,1/1/2022,3/31/2022,229,88.23,77.51,94.22,S,Donor
WY,1/1/2022,3/31/2022,559,90.88,87.4,93.47,S,Donor
AL,4/1/2022,6/30/2022,186,65.57,57.29,72.99,N,Donor
AR,4/1/2022,6/30/2022,80,75.3,64.76,83.49,N,Donor
AZ,4/1/2022,6/30/2022,3081,62.33,60.35,64.27,N,Donor
CA,4/1/2022,6/30/2022,4252,47.56,45.94,49.19,N,Donor
CO,4/1/2022,6/30/2022,2617,58.78,56.82,60.71,N,Donor
CT,4/1/2022,6/30/2022,560,50.78,45.42,56.12,N,Donor
DC,4/1/2022,6/30/2022,23,37.23,25.21,51.08,N,Donor
DE,4/1/2022,6/30/2022,5,53.08,23.31,80.8,N,Donor
FL,4/1/2022,6/30/2022,8,49.76,21.74,77.93,N,Donor
GA,4/1/2022,6/30/2022,1010,65.15,58.9,70.92,N,Donor
IA,4/1/2022,6/30/2022,241,71.08,60.35,79.87,N,Donor
ID,4/1/2022,6/30/2022,781,68.62,64.8,72.2,N,Donor
IL,4/1/2022,6/30/2022,815,62.77,55.58,69.44,N,Donor
IN,4/1/2022,6/30/2022,880,69.81,65.32,73.96,N,Donor
KS,4/1/2022,6/30/2022,938,72.26,68.35,75.86,N,Donor
KY,4/1/2022,6/30/2022,412,64.25,56.22,71.55,N,Donor
LA,4/1/2022,6/30/2022,401,69.19,62.61,75.07,N,Donor
MA,4/1/2022,6/30/2022,520,48.02,43.5,52.57,N,Donor
MD,4/1/2022,6/30/2022,358,45.69,38.24,53.35,N,Donor
ME,4/1/2022,6/30/2022,171,41.69,34.61,49.14,N,Donor
MI,4/1/2022,6/30/2022,1287,61.51,57.2,65.65,N,Donor
MN,4/1/2022,6/30/2022,1579,60.73,56.84,64.49,N,Donor
MO,4/1/2022,6/30/2022,816,61.13,56.13,65.92,N,Donor
MS,4/1/2022,6/30/2022,423,69.37,62.98,75.1,N,Donor
MT,4/1/2022,6/30/2022,787,70.02,66.42,73.39,N,Donor
NC,4/1/2022,6/30/2022,1100,54.95,50.76,59.07,N,Donor
ND,4/1/2022,6/30/2022,956,75.18,72.03,78.08,N,Donor
NE,4/1/2022,6/30/2022,1070,72.64,69.08,75.93,N,Donor
NH,4/1/2022,6/30/2022,287,56.12,51.11,61.02,N,Donor
NJ,4/1/2022,6/30/2022,376,66.17,57.7,73.71,N,Donor
NM,4/1/2022,6/30/2022,990,54.29,51.86,56.7,N,Donor
NV,4/1/2022,6/30/2022,1533,68.01,65.54,70.38,N,Donor
NY,4/1/2022,6/30/2022,1188,54.78,47.04,62.29,N,Donor
OH,4/1/2022,6/30/2022,2187,63.97,61.43,66.44,N,Donor
OK,4/1/2022,6/30/2022,164,67.53,59.16,74.91,N,Donor
OR,4/1/2022,6/30/2022,494,44.38,40.06,48.78,N,Donor
PA,4/1/2022,6/30/2022,1041,59.92,55.9,63.8,N,Donor
SC,4/1/2022,6/30/2022,415,59.6,52.03,66.75,N,Donor
SD,4/1/2022,6/30/2022,653,78.36,74.67,81.65,N,Donor
TN,4/1/2022,6/30/2022,696,62.68,58.66,66.54,N,Donor
TX,4/1/2022,6/30/2022,1257,68.85,65.94,71.62,N,Donor
UT,4/1/2022,6/30/2022,715,64.38,59.35,69.11,N,Donor
VA,4/1/2022,6/30/2022,856,51.59,46.58,56.56,N,Donor
VT,4/1/2022,6/30/2022,86,45.07,37.03,53.37,N,Donor
WA,4/1/2022,6/30/2022,763,53.81,48.65,58.89,N,Donor
WI,4/1/2022,6/30/2022,1200,57.68,53.1,62.13,N,Donor
WV,4/1/2022,6/30/2022,139,58.72,50.84,66.19,N,Donor
WY,4/1/2022,6/30/2022,403,72.82,68.1,77.08,N,Donor
AL,4/1/2022,6/30/2022,282,91.06,81.92,95.81,S,Donor
AR,4/1/2022,6/30/2022,110,95.48,84.68,98.78,S,Donor
AZ,4/1/2022,6/30/2022,4837,93.93,92.83,94.87,S,Donor
CA,4/1/2022,6/30/2022,9708,94.75,93.86,95.53,S,Donor
CO,4/1/2022,6/30/2022,4623,95.88,95.2,96.47,S,Donor
CT,4/1/2022,6/30/2022,1241,96.77,94.77,98.02,S,Donor
DC,4/1/2022,6/30/2022,64,100,94.34,100,S,Donor
DE,4/1/2022,6/30/2022,11,100,74.12,100,S,Donor
FL,4/1/2022,6/30/2022,13,85.85,44.51,97.87,S,Donor
GA,4/1/2022,6/30/2022,1624,94.84,91.24,97.01,S,Donor
IA,4/1/2022,6/30/2022,345,98.44,96.44,99.33,S,Donor
ID,4/1/2022,6/30/2022,1150,94.44,92.44,95.94,S,Donor
IL,4/1/2022,6/30/2022,1227,96.04,93.41,97.65,S,Donor
IN,4/1/2022,6/30/2022,1293,94.52,90.31,96.97,S,Donor
KS,4/1/2022,6/30/2022,1315,96.31,94.79,97.4,S,Donor
KY,4/1/2022,6/30/2022,632,96.03,94.32,97.23,S,Donor
LA,4/1/2022,6/30/2022,513,96.56,94.53,97.85,S,Donor
MA,4/1/2022,6/30/2022,1194,96.84,94.08,98.33,S,Donor
MD,4/1/2022,6/30/2022,863,93.76,87.64,96.96,S,Donor
ME,4/1/2022,6/30/2022,476,96.38,94.37,97.68,S,Donor
MI,4/1/2022,6/30/2022,2269,94.42,91.41,96.42,S,Donor
MN,4/1/2022,6/30/2022,2640,96.66,95.13,97.72,S,Donor
MO,4/1/2022,6/30/2022,1240,94.71,92.03,96.52,S,Donor
MS,4/1/2022,6/30/2022,544,92.32,84.3,96.41,S,Donor
MT,4/1/2022,6/30/2022,1135,95.38,93.34,96.82,S,Donor
NC,4/1/2022,6/30/2022,2254,94.99,92.62,96.63,S,Donor
ND,4/1/2022,6/30/2022,1246,95.38,94.2,96.33,S,Donor
NE,4/1/2022,6/30/2022,1455,96.59,95.03,97.67,S,Donor
NH,4/1/2022,6/30/2022,599,96.56,94.4,97.9,S,Donor
NJ,4/1/2022,6/30/2022,622,97.38,93.61,98.95,S,Donor
NM,4/1/2022,6/30/2022,1824,94.76,93.63,95.7,S,Donor
NV,4/1/2022,6/30/2022,2255,96.07,95.21,96.77,S,Donor
NY,4/1/2022,6/30/2022,2370,94.25,88.51,97.21,S,Donor
OH,4/1/2022,6/30/2022,3492,93.33,90.68,95.27,S,Donor
OK,4/1/2022,6/30/2022,270,95.84,89.18,98.47,S,Donor
OR,4/1/2022,6/30/2022,1310,92.36,89.72,94.36,S,Donor
PA,4/1/2022,6/30/2022,1757,93.02,88.44,95.87,S,Donor
SC,4/1/2022,6/30/2022,752,96.05,92.44,97.97,S,Donor
SD,4/1/2022,6/30/2022,832,96.39,94.9,97.45,S,Donor
TN,4/1/2022,6/30/2022,1075,94.8,92.46,96.43,S,Donor
TX,4/1/2022,6/30/2022,1773,96.08,94.22,97.35,S,Donor
UT,4/1/2022,6/30/2022,1169,95.04,91.01,97.32,S,Donor
VA,4/1/2022,6/30/2022,1709,92.88,89.52,95.22,S,Donor
VT,4/1/2022,6/30/2022,229,93.85,87.18,97.17,S,Donor
WA,4/1/2022,6/30/2022,1422,93.82,90.49,96.04,S,Donor
WI,4/1/2022,6/30/2022,2048,93.11,89.01,95.75,S,Donor
WV,4/1/2022,6/30/2022,234,94.61,91.02,96.81,S,Donor
WY,4/1/2022,6/30/2022,538,93.23,90.92,94.99,S,Donor
AL,7/1/2022,9/30/2022,198,78.2,71.02,84.01,N,Donor
AR,7/1/2022,9/30/2022,65,77.44,66.19,85.75,N,Donor
AZ,7/1/2022,9/30/2022,3449,74.15,72.05,76.14,N,Donor
CA,7/1/2022,9/30/2022,5673,63.85,62.2,65.46,N,Donor
CO,7/1/2022,9/30/2022,3161,71.35,69.52,73.12,N,Donor
CT,7/1/2022,9/30/2022,693,63.58,58.18,68.66,N,Donor
DC,7/1/2022,9/30/2022,32,54.94,38.3,70.54,N,Donor
DE,7/1/2022,9/30/2022,5,44.53,16.99,75.9,N,Donor
FL,7/1/2022,9/30/2022,10,61.34,35.22,82.24,N,Donor
GA,7/1/2022,9/30/2022,1171,77.9,73.66,81.63,N,Donor
IA,7/1/2022,9/30/2022,263,83.8,77.61,88.53,N,Donor
ID,7/1/2022,9/30/2022,858,75.56,71,79.6,N,Donor
IL,7/1/2022,9/30/2022,908,70.81,63.4,77.26,N,Donor
IN,7/1/2022,9/30/2022,953,78.67,74.04,82.67,N,Donor
KS,7/1/2022,9/30/2022,971,79.05,76,81.82,N,Donor
KY,7/1/2022,9/30/2022,462,77.26,71.37,82.24,N,Donor
LA,7/1/2022,9/30/2022,406,83.18,78.25,87.17,N,Donor
MA,7/1/2022,9/30/2022,675,59.83,55.09,64.39,N,Donor
MD,7/1/2022,9/30/2022,484,60.83,53.53,67.66,N,Donor
ME,7/1/2022,9/30/2022,239,59.29,53.31,65.01,N,Donor
MI,7/1/2022,9/30/2022,1438,69.83,65.92,73.47,N,Donor
MN,7/1/2022,9/30/2022,1770,70.7,67.24,73.93,N,Donor
MO,7/1/2022,9/30/2022,915,72.92,68.17,77.2,N,Donor
MS,7/1/2022,9/30/2022,412,81.06,74.51,86.24,N,Donor
MT,7/1/2022,9/30/2022,816,74.79,70.72,78.46,N,Donor
NC,7/1/2022,9/30/2022,1322,65.47,60.78,69.87,N,Donor
ND,7/1/2022,9/30/2022,966,81.14,77.72,84.14,N,Donor
NE,7/1/2022,9/30/2022,1066,77.96,73.69,81.7,N,Donor
NH,7/1/2022,9/30/2022,350,66.99,61.8,71.8,N,Donor
NJ,7/1/2022,9/30/2022,443,72.97,63.99,80.4,N,Donor
NM,7/1/2022,9/30/2022,1145,66.18,63.78,68.51,N,Donor
